RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,SurveyIndexArea
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033427,2021NL5400165,2021,W,126417,1,,2,,,6.54,,,0,31,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033427,2021NL5400165,2021,W,126417,1,,1,,,6.54,,,0,33,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033427,2021NL5400165,2021,W,126417,1,,1,,,6.54,,,0,34,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033412,2021NL5400166,2021,W,126417,1,,4,,,1,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033412,2021NL5400166,2021,W,126417,1,,3,,,1,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033412,2021NL5400166,2021,W,126417,1,,3,,,1,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033412,2021NL5400166,2021,W,126417,1,,1,,,1,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033412,2021NL5400166,2021,W,126417,1,,1,,,1,,,0,30,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033413,2021NL5400167,2021,W,126417,1,,2,,,3.711538462,,,0,22,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033413,2021NL5400167,2021,W,126417,1,,2,,,3.711538462,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033413,2021NL5400167,2021,W,126417,1,,14,,,3.711538462,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033413,2021NL5400167,2021,W,126417,1,,14,,,3.711538462,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033413,2021NL5400167,2021,W,126417,1,,6,,,3.711538462,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033413,2021NL5400167,2021,W,126417,1,,9,,,3.711538462,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033413,2021NL5400167,2021,W,126417,1,,9,,,3.711538462,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033413,2021NL5400167,2021,W,126417,1,,5,,,3.711538462,,,0,29,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033413,2021NL5400167,2021,W,126417,1,,3,,,3.711538462,,,0,30,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033413,2021NL5400167,2021,W,126417,1,,5,,,3.711538462,,,0,31,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033413,2021NL5400167,2021,W,126417,1,,1,,,3.711538462,,,0,32,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033414,2021NL5400168,2021,W,126417,1,,4,,,2.5,,,0,22,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033414,2021NL5400168,2021,W,126417,1,,6,,,2.5,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033414,2021NL5400168,2021,W,126417,1,,15,,,2.5,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033414,2021NL5400168,2021,W,126417,1,,7,,,2.5,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033414,2021NL5400168,2021,W,126417,1,,3,,,2.5,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033414,2021NL5400168,2021,W,126417,1,,2,,,2.5,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033414,2021NL5400168,2021,W,126417,1,,3,,,2.5,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033414,2021NL5400168,2021,W,126417,1,,6,,,2.5,,,0,29,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033414,2021NL5400168,2021,W,126417,1,,3,,,2.5,,,0,30,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033415,2021NL5400169,2021,W,126417,1,,3,,,1,,,0,22,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033415,2021NL5400169,2021,W,126417,1,,1,,,1,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033416,2021NL5400170,2021,W,126417,1,,1,,,1.24,,,0,20,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033416,2021NL5400170,2021,W,126417,1,,4,,,1.24,,,0,21,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033416,2021NL5400170,2021,W,126417,1,,3,,,1.24,,,0,22,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033416,2021NL5400170,2021,W,126417,1,,8,,,1.24,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033416,2021NL5400170,2021,W,126417,1,,6,,,1.24,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033416,2021NL5400170,2021,W,126417,1,,2,,,1.24,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033416,2021NL5400170,2021,W,126417,1,,1,,,1.24,,,0,33,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033417,2021NL5400271,2021,W,126417,1,,1,,,2.32,,,0,20,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033417,2021NL5400271,2021,W,126417,1,,4,,,2.32,,,0,21,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033417,2021NL5400271,2021,W,126417,1,,7,,,2.32,,,0,22,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033417,2021NL5400271,2021,W,126417,1,,1,,,2.32,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033417,2021NL5400271,2021,W,126417,1,,8,,,2.32,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033417,2021NL5400271,2021,W,126417,1,,3,,,2.32,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033417,2021NL5400271,2021,W,126417,1,,1,,,2.32,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033418,2021NL5400272,2021,W,126417,1,,1,,,1.64,,,0,18,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033418,2021NL5400272,2021,W,126417,1,,2,,,1.64,,,0,21,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033418,2021NL5400272,2021,W,126417,1,,3,,,1.64,,,0,22,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033418,2021NL5400272,2021,W,126417,1,,6,,,1.64,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033418,2021NL5400272,2021,W,126417,1,,7,,,1.64,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033418,2021NL5400272,2021,W,126417,1,,2,,,1.64,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033418,2021NL5400272,2021,W,126417,1,,1,,,1.64,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033418,2021NL5400272,2021,W,126417,1,,2,,,1.64,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033418,2021NL5400272,2021,W,126417,1,,1,,,1.64,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033419,2021NL5400273,2021,W,126417,1,,1,,,3.84,,,0,19,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033419,2021NL5400273,2021,W,126417,1,,2,,,3.84,,,0,21,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033419,2021NL5400273,2021,W,126417,1,,2,,,3.84,,,0,22,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033419,2021NL5400273,2021,W,126417,1,,9,,,3.84,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033419,2021NL5400273,2021,W,126417,1,,19,,,3.84,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033419,2021NL5400273,2021,W,126417,1,,6,,,3.84,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033419,2021NL5400273,2021,W,126417,1,,6,,,3.84,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033419,2021NL5400273,2021,W,126417,1,,3,,,3.84,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033419,2021NL5400273,2021,W,126417,1,,2,,,3.84,,,0,29,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033420,2021NL5400274,2021,W,126417,1,,1,,,5.1,,,0,20,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033420,2021NL5400274,2021,W,126417,1,,2,,,5.1,,,0,22,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033420,2021NL5400274,2021,W,126417,1,,6,,,5.1,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033420,2021NL5400274,2021,W,126417,1,,15,,,5.1,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033420,2021NL5400274,2021,W,126417,1,,15,,,5.1,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033420,2021NL5400274,2021,W,126417,1,,7,,,5.1,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033420,2021NL5400274,2021,W,126417,1,,3,,,5.1,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033420,2021NL5400274,2021,W,126417,1,,1,,,5.1,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033421,2021NL5400275,2021,W,126417,1,,1,,,2.48,,,0,20,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033421,2021NL5400275,2021,W,126417,1,,1,,,2.48,,,0,21,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033421,2021NL5400275,2021,W,126417,1,,2,,,2.48,,,0,22,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033421,2021NL5400275,2021,W,126417,1,,4,,,2.48,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033421,2021NL5400275,2021,W,126417,1,,2,,,2.48,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033421,2021NL5400275,2021,W,126417,1,,1,,,2.48,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033421,2021NL5400275,2021,W,126417,1,,1,,,2.48,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033421,2021NL5400275,2021,W,126417,1,,1,,,2.48,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033421,2021NL5400275,2021,W,126417,1,,4,,,2.48,,,0,29,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033422,2021NL5400276,2021,W,126417,1,,2,,,26.82,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033422,2021NL5400276,2021,W,126417,1,,7,,,26.82,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033422,2021NL5400276,2021,W,126417,1,,6,,,26.82,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033422,2021NL5400276,2021,W,126417,1,,5,,,26.82,,,0,29,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033422,2021NL5400276,2021,W,126417,1,,13,,,26.82,,,0,30,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033422,2021NL5400276,2021,W,126417,1,,7,,,26.82,,,0,31,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033422,2021NL5400276,2021,W,126417,1,,3,,,26.82,,,0,32,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033423,2021NL5400277,2021,W,126417,1,,2,,,27.48,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033423,2021NL5400277,2021,W,126417,1,,4,,,27.48,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033423,2021NL5400277,2021,W,126417,1,,4,,,27.48,,,0,29,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033423,2021NL5400277,2021,W,126417,1,,3,,,27.48,,,0,30,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033423,2021NL5400277,2021,W,126417,1,,8,,,27.48,,,0,31,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033423,2021NL5400277,2021,W,126417,1,,8,,,27.48,,,0,32,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033423,2021NL5400277,2021,W,126417,1,,9,,,27.48,,,0,33,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033423,2021NL5400277,2021,W,126417,1,,7,,,27.48,,,0,34,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033423,2021NL5400277,2021,W,126417,1,,3,,,27.48,,,0,35,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033423,2021NL5400277,2021,W,126417,1,,2,,,27.48,,,0,36,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033424,2021NL5400278,2021,W,126417,1,,1,,,14.54901961,,,0,17,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033424,2021NL5400278,2021,W,126417,1,,6,,,14.54901961,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033424,2021NL5400278,2021,W,126417,1,,10,,,14.54901961,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033424,2021NL5400278,2021,W,126417,1,,6,,,14.54901961,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033424,2021NL5400278,2021,W,126417,1,,8,,,14.54901961,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033424,2021NL5400278,2021,W,126417,1,,9,,,14.54901961,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033424,2021NL5400278,2021,W,126417,1,,6,,,14.54901961,,,0,29,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033424,2021NL5400278,2021,W,126417,1,,5,,,14.54901961,,,0,30,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,1,,,6,,,0,15,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,1,,,6,,,0,19,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,1,,,6,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,4,,,6,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,3,,,6,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,5,,,6,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,5,,,6,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,8,,,6,,,0,29,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,13,,,6,,,0,30,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,3,,,6,,,0,31,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,1,,,6,,,0,33,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,2,,,6,,,0,34,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,1,,,6,,,0,35,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10033425,2021NL5400279,2021,W,126417,1,,2,,,6,,,0,36,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,242,MIK221,2021,W,126417,1,,1,,,2,,,0,7,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,242,MIK221,2021,W,126417,1,,1,,,2,,,0,13,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,242,MIK221,2021,W,126417,1,,3,,,2,,,0,,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,248,MIK230,2021,W,126417,1,,2,,,4,,,0,20,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,248,MIK230,2021,W,126417,1,,11,,,4,,,0,21,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,248,MIK230,2021,W,126417,1,,12,,,4,,,0,22,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,248,MIK230,2021,W,126417,1,,8,,,4,,,0,23,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,248,MIK230,2021,W,126417,1,,5,,,4,,,0,25,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,248,MIK230,2021,W,126417,1,,2,,,4,,,0,27,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,248,MIK230,2021,W,126417,1,,2,,,4,,,0,29,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,248,MIK230,2021,W,126417,1,,3,,,4,,,0,30,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,248,MIK230,2021,W,126417,1,,1,,,4,,,0,31,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,248,MIK230,2021,W,126417,1,,2,,,4,,,0,32,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,258,MIK241,2021,W,126417,1,,1,,,2,,,0,29,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,261,MIK243,2021,W,126417,1,,1,,,2,,,0,25,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,261,MIK243,2021,W,126417,1,,3,,,2,,,0,27,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,261,MIK243,2021,W,126417,1,,8,,,2,,,0,28,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,261,MIK243,2021,W,126417,1,,11,,,2,,,0,29,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,261,MIK243,2021,W,126417,1,,12,,,2,,,0,30,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,261,MIK243,2021,W,126417,1,,8,,,2,,,0,31,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,261,MIK243,2021,W,126417,1,,1,,,2,,,0,32,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,261,MIK243,2021,W,126417,1,,4,,,2,,,0,33,,,
HL,I5034 ,2,NO,58D4,MRN2 ,,,,261,MIK243,2021,W,126417,1,,2,,,2,,,0,34,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057754,2022NL5400151,2022,W,126417,1,,1,,,1,,,0,18,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057754,2022NL5400151,2022,W,126417,1,,3,,,1,,,0,20,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057754,2022NL5400151,2022,W,126417,1,,4,,,1,,,0,22,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057754,2022NL5400151,2022,W,126417,1,,3,,,1,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057754,2022NL5400151,2022,W,126417,1,,5,,,1,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057754,2022NL5400151,2022,W,126417,1,,2,,,1,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057754,2022NL5400151,2022,W,126417,1,,5,,,1,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057754,2022NL5400151,2022,W,126417,1,,4,,,1,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057754,2022NL5400151,2022,W,126417,1,,6,,,1,,,0,0,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057755,2022NL5400152,2022,W,126417,1,,1,,,1,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057755,2022NL5400152,2022,W,126417,1,,4,,,1,,,0,0,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057756,2022NL5400153,2022,W,126417,1,,3,,,1,,,0,0,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057757,2022NL5400154,2022,W,126417,1,,1,,,1.84,,,0,20,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057757,2022NL5400154,2022,W,126417,1,,4,,,1.84,,,0,21,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057757,2022NL5400154,2022,W,126417,1,,2,,,1.84,,,0,22,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057757,2022NL5400154,2022,W,126417,1,,2,,,1.84,,,0,23,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057757,2022NL5400154,2022,W,126417,1,,1,,,1.84,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057757,2022NL5400154,2022,W,126417,1,,3,,,1.84,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057757,2022NL5400154,2022,W,126417,1,,2,,,1.84,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057757,2022NL5400154,2022,W,126417,1,,5,,,1.84,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057757,2022NL5400154,2022,W,126417,1,,3,,,1.84,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057757,2022NL5400154,2022,W,126417,1,,1,,,1.84,,,0,29,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057757,2022NL5400154,2022,W,126417,1,,1,,,1.84,,,0,0,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057753,2022NL5400155,2022,W,126417,1,,1,,,2.96,,,0,17,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057753,2022NL5400155,2022,W,126417,1,,1,,,2.96,,,0,21,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057759,2022NL5400156,2022,W,126417,1,,1,,,1.959183674,,,0,16,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057760,2022NL5400157,2022,W,126417,1,,1,,,1,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057760,2022NL5400157,2022,W,126417,1,,1,,,1,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057760,2022NL5400157,2022,W,126417,1,,2,,,1,,,0,0,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057761,2022NL5400158,2022,W,126417,1,,1,,,1,,,0,26,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057761,2022NL5400158,2022,W,126417,1,,2,,,1,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057761,2022NL5400158,2022,W,126417,1,,2,,,1,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057761,2022NL5400158,2022,W,126417,1,,1,,,1,,,0,29,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057761,2022NL5400158,2022,W,126417,1,,1,,,1,,,0,30,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057761,2022NL5400158,2022,W,126417,1,,1,,,1,,,0,33,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057761,2022NL5400158,2022,W,126417,1,,1,,,1,,,0,34,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057761,2022NL5400158,2022,W,126417,1,,1,,,1,,,0,35,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057761,2022NL5400158,2022,W,126417,1,,1,,,1,,,0,0,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,1,,,22.36,,,0,24,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,1,,,22.36,,,0,25,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,2,,,22.36,,,0,27,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,2,,,22.36,,,0,28,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,1,,,22.36,,,0,29,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,1,,,22.36,,,0,30,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,4,,,22.36,,,0,31,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,7,,,22.36,,,0,32,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,7,,,22.36,,,0,33,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,4,,,22.36,,,0,34,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,3,,,22.36,,,0,35,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,4,,,22.36,,,0,36,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,3,,,22.36,,,0,37,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,2,,,22.36,,,0,38,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,6,,,22.36,,,0,39,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,1,,,22.36,,,0,40,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057762,2022NL5400159,2022,W,126417,1,,1,,,22.36,,,0,41,,,
HL,I5034 ,2,NL,64T2 ,MRN2 ,,,,10057763,2022NL5400162,2022,W,126417,1,,1,,,1,,,0,24,,,
